# Expression Atlas version: 3.5
# Query: Genes matching: default query, specifically up/down differentially expressed in 2 comparisons  given the p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-4152
# Timestamp: Sun, 23-Jul-2017 11:46:47
Gene ID	Gene Name	Design Element	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.foldChange	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.pValue	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.tStat	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.foldChange	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.pValue	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.tStat
ENSG00000263989	RN7SL615P	8066292	0.2	0.48079946847066	1.02081774975369	0.4	0.0522389451812625	3.48623865842568
ENSG00000263993	RN7SL786P	7942611				0.2	0.280745882493151	1.66137574851011
ENSG00000263999	RN7SL42P	7948367	0.1	0.706409175523614	0.554291418240341			
ENSG00000264006	AKR1C8P	7931840	0.1	0.388464940357516	1.25193294132173			
ENSG00000264192	RN7SL117P	8040486	0.2	0.0488848661512985	3.43128097472946			
ENSG00000264216	NOS2P1	8013533	-0.1	0.681990912333877	-0.60118886176018	-0.1	0.658159911517628	-0.711537608978757
ENSG00000264229	RNU4ATAC	8044961	-0.3	0.144413966807716	-2.28825090957852			
ENSG00000264424	MYH4	8012696	0.1	0.637612116311751	0.689899300368864			
ENSG00000264522	OTUD7B	7919699				0.5	0.0261779282533464	4.53669421952538
ENSG00000264582	RN7SL326P	7900508	0.3	0.0955313663308221	2.71779167383812	0.1	0.335968547582913	1.47171384354222
ENSG00000264613	RN7SL290P	7901416	0.1	0.523660962944206	0.921047500436881	0.2	0.469283469226947	1.11531640507161
ENSG00000264706	RN7SL217P	8087545	0.2	0.26802667724675	1.64688530705778	0.1	0.456529614177804	1.14554562925754
ENSG00000264735	RP11-498C9.17	8019347	0.1	0.84487139017766	0.296879197537927	-0.1	0.731639804786088	-0.561228254026402
ENSG00000264767	RN7SL237P	8066212	0.1	0.709213301951857	0.549273342301568	0.3	0.215119133556007	1.93478628025443
ENSG00000264833	RN7SL468P	8044791				-0.1	0.522146656179207	-0.995909755697728
ENSG00000264840	RN7SL404P	8017702	0.3	0.160175927225083	2.18057987984411	0.3	0.301765130176629	1.58571256102004
ENSG00000264862	RN7SL45P	8006319	0.3	0.187535319708762	2.01812770059419	0.4	0.130842880243569	2.44044391945557
ENSG00000264916	RN7SL230P	7907788	0.3	0.0738306387407445	2.99036223175496	0.5	0.0625353800919427	3.26572672451571
ENSG00000264978	RN7SL630P	7957568	0.2	0.477478082438714	1.02855097722419	-0.1	0.693429481711746	-0.636775229587419
ENSG00000265093	RN7SL246P	7955043	0.2	0.212532002723108	1.89099811651344	0.4	0.0797180417656233	2.97958009795892
ENSG00000265107	GJA5	7919340				-0.1	0.678924230758097	-0.666753648794888
ENSG00000265123	RN7SL200P	8125857	-0.3	0.146307702172644	-2.27478673611385			
ENSG00000265141	RN7SL451P	7912209	0.1	0.718074898156106	0.531712887645159	0.1	0.390835482856596	1.30777380766929
ENSG00000265241	RBM8A	7904751	-0.3	0.230929778529583	-1.80320330647724			
ENSG00000265243	IGLJCOR18	8019937	0.2	0.151675939892121	2.23527966056726	0.2	0.311503175047284	1.55240425456766
ENSG00000265327	RN7SL411P	8078958	0.1	0.517342231117775	0.935884789717577			
ENSG00000265486	RN7SL518P	7934566	0.3	0.0405522364653863	3.63569735503518	0.3	0.0342078926544846	4.07614285329985
ENSG00000265491	RNF115	7904830	-0.3	0.0516055391595041	-3.37075271758876	-0.2	0.087487171475517	-2.87402876289046
ENSG00000265535	RN7SL475P	7916627	-0.1	0.727529724457132	-0.513640534918078	-0.1	0.618854928526044	-0.790590442625983
ENSG00000265554	RP11-419J16.1	7893351	0.2	0.177719741236405	2.07532270004642	0.5	0.0143364961131219	5.64862411615415
ENSG00000265559	RN7SL652P	7947915	0.2	0.116060856160087	2.51864671917538	0.2	0.158728121097834	2.24117406739321
ENSG00000265681	RPL17	7894430	0.1	0.805313590790457	0.369197759350311	1.1	0.0124109205757396	5.92895881448072
ENSG00000265727	RN7SL648P	8173607	0.5	0.151016288465633	2.23948136925241	0.9	0.0403686322555149	3.82254750779911
ENSG00000265735	RN7SL5P	8154365				-0.1	0.64955406598657	-0.728669980961918
ENSG00000265745	RN7SL375P	7971899	0.2	0.245959552843397	1.73779122208038	0.1	0.317541854770785	1.53228143403106
ENSG00000265753	RN7SL444P	7919969	0.2	0.21609665682554	1.87320803312048			
ENSG00000265758	LINC01900	8020453	0.1	0.691886494909098	0.582201593359343	-0.1	0.778672126146576	-0.467073063307799
ENSG00000265763	ZNF488	7927383	0.2	0.192519793490503	1.99088952109014			
ENSG00000265813	RN7SL300P	8091554	0.2	0.628079826273883	0.708390128946043	0.3	0.218089107104778	1.92053199637795
ENSG00000265894	RN7SL357P	8095260	0.3	0.194244389224054	1.98200882251339	0.1	0.461925388712728	1.13184261009114
ENSG00000266028	SRGAP2	7909175	-0.3	0.066287397837887	-3.10378398412443	-0.2	0.0961899261195603	-2.77129908859335
ENSG00000266074	BAHCC1	8010590	0.2	0.160399632412072	2.17904513186034	-0.2	0.245550877492565	-1.80142405443762
ENSG00000266128	RN7SL366P	8123332	0.1	0.30118249111981	1.5225375621649	0.1	0.387712187462157	1.31587051679462
ENSG00000266160	RN7SL612P	7921220	0.1	0.555705603988069	0.852269102442217			
ENSG00000266185	RN7SL804P	7957041				-0.1	0.49562993147664	-1.05310410107306
ENSG00000266187	RN7SL480P	7905127	0.2	0.654591389498509	0.654917216840634	0.4	0.308876614750527	1.56004484265487
ENSG00000266307	MIR5093	7896115	0.2	0.126332359957619	2.42976709037297	0.4	0.0171102991837518	5.29944002337332
ENSG00000266317	RN7SL703P	8084169	-0.3	0.198252360063391	-1.96011054376362	-0.2	0.430576026960105	-1.20788856985453
ENSG00000266420	RN7SL118P	8169636	0.1	0.429544878209377	1.14330623400922	0.3	0.123310665074339	2.50555900862051
ENSG00000266433	TBC1D3P5	8005777	0.1	0.561179194775585	0.841473241878553	-0.1	0.74350913008853	-0.53592996648621
ENSG00000266439	RN7SL493P	7999382	0.1	0.378253386708798	1.27861415183676	0.2	0.355230928131638	1.41063001901921
ENSG00000266467	RN7SL220P	7933976	0.1	0.646367989108644	0.671958816620427	0.3	0.0151439789747566	5.52864921018447
ENSG00000266498	RP11-45M22.5	8013089				0.2	0.181105970761466	2.10831065827013
ENSG00000266524	GDF10	7933372				-0.2	0.259708337378697	-1.7427824477731
ENSG00000266714	MYO15B	8009873	-0.2	0.355737537364314	-1.34636988095668	-0.3	0.131858308496218	-2.43287181673288
ENSG00000266714	MYO15B	8009875				-0.1	0.708334481923028	-0.605992949819173
ENSG00000266720	RN7SL14P	8065196	0.1	0.601367456895174	0.759674063912017	0.1	0.618372289337342	0.791601935916976
ENSG00000266794	RN7SL7P	8140965				0.1	0.230083466291915	1.86788355989551
ENSG00000266865	RP11-848P1.9	8006237	-1.0	5.62260894876828E-4	-11.2673860818756	-0.4	0.0660286326843721	-3.20158352323635
ENSG00000266875	RN7SL408P	8122194	0.2	0.175796037812525	2.08623390120473	0.3	0.124875311250098	2.49108008526858
ENSG00000266976	AC079466.1	8027377	0.1	0.535544822470041	0.894535240327626			
ENSG00000267023	LRRC37A16P	8017840	-0.1	0.410696199258392	-1.19228071397994	0.1	0.485106316976203	1.07750254501159
ENSG00000267041	ZNF850	8036351	0.6	0.00141850195189653	8.90935709667211	0.3	0.0244344208225922	4.64858227445384
ENSG00000267080	ASB16-AS1	8015946	-0.4	0.00262654732902336	-7.6480834441735	-0.3	0.020864432930908	-4.91516427454185
ENSG00000267100	ILF3-AS1	8034097	-0.4	0.00712336884460857	-5.94218168966319	-0.4	0.127495750854808	-2.47021439402529
ENSG00000267156	TPMTP1	8021150	-0.2	0.175223908835301	-2.08975111899449	0.2	0.35392981838418	1.41521509837357
ENSG00000267174	CTC-510F12.4	8034199	-0.1	0.347073218238098	-1.37184803917824	-0.1	0.436073969336387	-1.19601158924128
ENSG00000267272	LINC01140	7902799	-0.2	0.158448400173923	-2.19152908195949	-0.2	0.208689406627264	-1.96331194308506
ENSG00000267384	SMCO4P1	8007641	0.1	0.376128077276059	1.28426374631998	-0.1	0.792328230263105	-0.438449556195244
ENSG00000267419	CTC-559E9.6	8027239	0.2	0.31832555966867	1.46062420902733	0.2	0.125927184101836	2.48215743076935
ENSG00000267496	FAM215A	8007548				0.1	0.791066866126944	0.441471075924086
ENSG00000267513	HMGN1P31	8023596				0.1	0.490849706997939	1.06407194521476
ENSG00000267534	S1PR2	8033956	0.1	0.595667091869602	0.770691055164439			
ENSG00000267611	CTC-461H2.2	8027519	-0.2	0.656267403472558	-0.650840357853598	-0.1	0.803220583027364	-0.412978810635028
ENSG00000267634	RPL7L1P5	8016042	0.4	0.103866561609476	2.63163739890291	0.2	0.248586933772317	1.78963030360985
ENSG00000267680	ZNF224	8029377				0.3	0.0924519747091207	2.81665154828095
ENSG00000267787	RP11-35G9.5	8021365				-0.3	0.0119827165352727	-6.02822098302481
ENSG00000267943	CTD-2620I22.3	8030964				0.1	0.305160987571105	1.57303099897691
ENSG00000268101	CYP2G2P	8036993	0.1	0.610271310485556	0.741259069394164			
ENSG00000268218	AC137932.4	7997907	0.3	0.0784132572292867	2.92615569741819	-0.3	0.0746184913864934	-3.05636895445727
ENSG00000268218	AC137932.4	8170322	0.3	0.0784132572292867	2.92615569741819	-0.3	0.0746184913864934	-3.05636895445727
ENSG00000268220	RP11-379K17.12	8083850				0.1	0.415647479438784	1.2446465299548
ENSG00000268297	CLEC4GP1	8025321	0.1	0.294698181673046	1.54745150957504	0.2	0.172542727037004	2.15625987221429
ENSG00000268412	TRMT112P6	8050906	-0.2	0.28599475024019	-1.57951658629832	-0.1	0.512824520545714	-1.0153053495129
ENSG00000268509	RP11-572B2.1	8085116				-0.2	0.0650644345852712	-3.22061317865014
ENSG00000268531	RP11-32B5.8	7981775	0.2	0.213205161718999	1.88782932663824			
ENSG00000268628	RP1-122P22.4	8065252	-0.5	0.0038386923546413	-6.96066130893417	-0.4	0.0147237986413504	-5.59841941248575
ENSG00000268799	RP11-321E2.13	8111212	0.2	0.123163513123741	2.45917585266585	0.3	0.133996468503646	2.41693105484553
ENSG00000268818	CITF22-62D4.1	8075668				-0.1	0.411683956072664	-1.25464094376643
ENSG00000268926	RP11-180I4.4	8156577	0.1	0.352678400890158	1.35531381425393	0.1	0.467294629900796	1.1206208096417
ENSG00000268941	LINC01711	8063634	0.4	0.0029452116338495	7.43226103352339	0.1	0.555321730376729	0.924373475152134
ENSG00000268983	AC005253.4	7892559	-0.2	0.220091755574173	-1.85429659764784	-0.4	0.019369230853366	-5.03230622488996
ENSG00000268983	AC005253.4	7894746	-0.6	0.00652904316869683	-6.08218525621871	-0.7	0.00773157694432756	-7.13427240305376
ENSG00000268988	SPANXN2	8175578	-0.2	0.289064372923891	-1.56908262364367	-0.1	0.427548415950525	-1.21544387457354
ENSG00000269028	MTRNR2L12	8089038	0.2	0.245697999217242	1.73924304614358	0.4	0.0471230250658366	3.61825830758218
ENSG00000269028	MTRNR2L12	8112914	0.2	0.245697999217242	1.73924304614358	0.4	0.0471230250658366	3.61825830758218
ENSG00000269190	FBXO17	8036676	-0.3	0.00754652443431012	-5.84172360371708	-0.3	0.0273184612878617	-4.46014931108013
ENSG00000269220	LINC00528	8071134				-0.2	0.213607438447563	-1.94068549957894
ENSG00000269313	MAGIX	8167443				-0.2	0.222551964701835	-1.9000844214903
ENSG00000269335	IKBKG	8170955	-0.2	0.359543419160681	-1.3344466057003			
ENSG00000269383	RP11-292K15.2	8054295	0.3	0.0313517640258422	3.92860156792573	0.2	0.0527163585339875	3.4756027818043
ENSG00000269514	RP11-370I10.12	7955110				0.2	0.200188378289812	2.00698067396343
ENSG00000269556	TMEM185A	8175621	-0.2	0.0688482060448404	-3.05833986553834			
ENSG00000269580	SIGLEC27P	8030826				-0.1	0.388674274433286	-1.31283575808995
ENSG00000269761	RP11-1137G4.4	8033349	-0.1	0.58482981710947	-0.794325433809834	-0.1	0.334656596476827	-1.47566847191893
ENSG00000269786	CTC-258N23.3	8031682				-0.1	0.33316892498433	-1.48082183748629
ENSG00000269891	ARHGAP19-SLIT1	7935401	0.2	0.304702341073982	1.50978118090632			
ENSG00000269911	FAM226B	8168387	0.2	0.123453195881021	2.45577832040401			
ENSG00000269911	FAM226B	8168391	0.2	0.163097773070418	2.16214888428086	0.1	0.749886346100193	0.522137756016051
ENSG00000269994	RP11-276H19.2	8162183	0.1	0.562639216051386	0.838445168979258			
ENSG00000270188	MTRNR2L11	7925438				-0.1	0.458416231079232	-1.14040106001576
ENSG00000270647	TAF15	8006573	0.2	0.192650969472901	1.99020945872579	0.3	0.0655721691066772	3.20981098912745
ENSG00000270804	CTD-2583A14.11	8031837	0.1	0.571363198580744	0.821900388460156	0.5	0.0147859246108316	5.57705112048988
ENSG00000270816	LINC00221	7977447	0.2	0.128314102499671	2.41422208793928			
ENSG00000270885	RASL10B	8006562	0.4	0.00423078366449265	6.80755139955584	-0.1	0.404081597268583	-1.27446055948528
ENSG00000270945	HSPE1P7	8002760				0.1	0.400388068384568	1.28378928984885
ENSG00000270980	RP11-626A5.2	8150842	0.2	0.131122670651125	2.39155750465276			
ENSG00000271307	AF146191.8	8003576	0.1	0.526613617562221	0.914541220809026	-0.1	0.2295645516007	-1.87059995574123
ENSG00000271361	HTATSF1P2	8123637				-0.2	0.049233796610324	-3.55890473015545
ENSG00000271394	7SK	8006592	0.2	0.37474049724893	1.28871365267798	0.2	0.339029870695422	1.46226177762391
ENSG00000271503	CCL5	8014316	-0.8	0.00838079198500872	-5.6782727447405	-0.7	0.00520171286133326	-8.19920321942672
ENSG00000271601	LIX1L	7904742				-0.3	0.0193579457998134	-5.03345306119831
ENSG00000271605	MILR1	8009243	-1.0	8.98377741130386E-4	-10.0398919095722			
ENSG00000271743	CTD-2541M15.3	8149084	0.4	0.0622605961768636	3.16956329354763	-0.3	0.0174187495591234	-5.25277052918554
ENSG00000271922	snoU13	8083492	0.1	0.504964108737467	0.965198415582366			
ENSG00000271959	CTD-3064M3.7	8148512	-0.2	0.120153331753703	-2.48587350140647	-0.1	0.698585987359057	-0.625233495187255
ENSG00000271986	RN7SL827P	8127542	0.2	0.208599035656541	1.90913544867322	0.3	0.0909018485418933	2.83416924702537
ENSG00000272025	SNORA74	8042333	0.2	0.255063914283097	1.69747526220504			
ENSG00000272036	MIR139	7950195				-0.1	0.693429481711746	-0.636766714826097
ENSG00000272047	GTF2H5	8123038	-0.4	0.0260299974112266	-4.15460616870227	-0.4	0.0339753173059067	-4.08903159069861
ENSG00000272051	Y_RNA	7916491	0.1	0.683829788043962	0.597804449765351	0.4	0.172869329107751	2.15449678245897
ENSG00000272075	RN7SL828P	7944162	0.2	0.336459969686196	1.40420123983395	-0.1	0.59785821983084	-0.833133534986347
ENSG00000272096	RN7SL715P	8091627	0.2	0.260098700234051	1.67617162580246			
ENSG00000272113	Y_RNA	8154763	-0.1	0.707509321117318	-0.552252043680224	0.3	0.262385298292464	1.73215068785463
ENSG00000272215	U7	7966425	-0.1	0.340631212604601	-1.39227609443014			
ENSG00000272232	RN7SL726P	8161693	0.2	0.237643331284213	1.77290760780416			
ENSG00000272253	RNA5SP386	7979741	0.3	0.0853919540647018	2.83352007042126	0.3	0.137039336939336	2.3926248329104
ENSG00000272337	RNU6-90P	7983761	0.2	0.154242759701334	2.21895447253106	0.3	0.0547125238767763	3.42934867171157
ENSG00000272351	RNA5SP506	8168079	0.4	0.329225631504342	1.42529718339588	0.3	0.488598649612748	1.06894739052292
ENSG00000272359	RNU4-89P	8093152	0.1	0.379660161070196	1.27446343772394			
ENSG00000272412	RN7SL778P	7945226	0.1	0.394473441698029	1.23601014513498	0.3	0.0643836790537019	3.23353263892027
ENSG00000272439	RNU6-91P	7976646	0.2	0.218157719553419	1.86380722344769			
ENSG00000272445	RNU6-84P	8127690	0.1	0.671693671945925	0.62211552658504	0.1	0.663699816157704	0.699507213843957
ENSG00000272469	RN7SL760P	8151411	0.2	0.137781425257575	2.33865658153349	0.2	0.36889787167567	1.3688722081386
ENSG00000272507	RNU6-88P	7932067				-0.1	0.287367580912272	-1.63835660150318
ENSG00000272602	ZNF595	8093320	-0.1	0.535762282041381	-0.894037578943871	0.2	0.207556348053118	1.96850574148615
ENSG00000272620	AFAP1-AS1	8094028	0.1	0.637184335577952	0.690706722506824	-0.1	0.461317177006368	-1.13329268093533
ENSG00000272634	OR51F5P	7937957	-0.1	0.482874687100144	-1.01558044881965			
ENSG00000272636	DOC2B	8010901	0.3	0.128644884658962	2.41174385056939			
ENSG00000272636	DOC2B	8019643	-0.1	0.435351873942861	-1.12960197426538	-0.2	0.309673371839064	-1.55750500725171
ENSG00000272779	LL22NC03-80A10.6	8071649	0.4	0.00433461393803391	6.75730427099508	0.3	0.00909244312513714	6.71942800843068
ENSG00000272804	KRTAP10-7	8069146	-0.1	0.686201311239928	-0.592886364273089			
ENSG00000272906	RP11-533E19.7	7922648	-0.2	0.136444202012676	-2.35132234442455			
ENSG00000273062	RP11-428K3.1	7922596				-0.1	0.474379105584739	-1.10267641152712
ENSG00000273398	RP11-474G23.1	8052731	0.1	0.421331801848252	1.16486770053419	0.2	0.296858051641987	1.60471633053546
ENSG00000273398	RP11-474G23.1	8052733	0.1	0.499785422023435	0.976416814038603	0.2	0.238597774056017	1.83062828097767
ENSG00000273492	AP000230.1	8068046				-0.2	0.0796264839640571	-2.98076035879815
ENSG00000273524	Metazoa_SRP	8022608	0.1	0.651373545933736	0.66176477621286			
ENSG00000273540	AGBL1	7985741				-0.1	0.308767805484665	-1.56046309537306
ENSG00000273559	CWC25	8014738				-0.1	0.271446876209927	-1.69656853888761
ENSG00000273610	RN7SL386P	7898721	0.6	0.0562793724372774	3.28116377254284	-0.1	0.817534435359969	-0.380939379151807
ENSG00000273703	HIST1H2BM	8117594	-0.1	0.306870292768532	-1.50052088002112			
ENSG00000273769	LCA10	8170786	0.1	0.511117829240842	0.950812983642472	-0.1	0.701401544589672	-0.619984926106278
ENSG00000273802	HIST1H2BG	8124423				0.3	0.0513041922936718	3.50947854501141
ENSG00000273975	Metazoa_SRP	8047379				0.2	0.237283734306749	1.83685624316905
ENSG00000274020	LINC01138	7919394	-0.2	0.145642053333531	-2.2798301496306	-0.1	0.701405128761165	-0.619909365524167
ENSG00000274070	GATSL2	8133540	-1.0	1.00280605056712E-4	-17.9127952892383			
ENSG00000274070	GATSL2	8140249	-1.0	1.00280605056712E-4	-17.9127952892383			
ENSG00000274118	Y_RNA	8137040				-0.2	0.358201533553963	-1.40175046493461
ENSG00000274209	ANTXRL	7927294	0.1	0.523484096465006	0.922168329073091			
ENSG00000274228	RNA5SP414	7995332	0.1	0.827589410127122	0.328857316795703			
ENSG00000274228	RNA5SP414	7995334	0.2	0.394313044391184	1.23646815439583	0.1	0.385050698233117	1.32307041740344
ENSG00000274228	RNA5SP414	7995336				-0.1	0.742583916561433	-0.537878464561221
ENSG00000274228	RNA5SP414	7995338	0.2	0.359820640821693	1.33348535006006	0.1	0.771823940431526	0.478681953062044
ENSG00000274228	RNA5SP414	7995340	0.3	0.148879359869586	2.25601327686823	0.1	0.655777206235145	0.715674461980371
ENSG00000274286	ADRA2B	8053869	0.2	0.207479388599068	1.91538827314163			
ENSG00000274290	HIST1H2BE	8117389	0.1	0.341226249240997	1.39016635558637	0.1	0.372489548056859	1.35817313140965
ENSG00000274357	Metazoa_SRP	7971417	-0.2	0.25596420100381	-1.69364406018151	-0.2	0.414097250147262	-1.24768416380135
ENSG00000274475	RN7SL650P	7977734	0.1	0.579524900738654	0.805120400700961			
ENSG00000274603	Y_RNA	8121214	0.1	0.56144538999598	0.840898847344625	-0.1	0.672334204377189	-0.681550430919728
ENSG00000274656	RN7SL625P	8139941				-0.3	0.185875986129018	-2.08216552840966
ENSG00000274662	RN7SKP236	8068018				-0.2	0.0710691550725339	-3.11146997793022
ENSG00000274701	Metazoa_SRP	8147371				0.1	0.651965726620787	0.723982195273853
ENSG00000274717	RP1-47A17.1	8076513	0.2	0.305818595005967	1.50398200395224	0.1	0.624845353930856	0.778396042975564
ENSG00000274756	CTB-75G16.1	8014485	0.2	0.219302300161825	1.8575833495381			
ENSG00000274911	RP11-12A20.7	8155572	0.2	0.143818859306983	2.29367349117155			
ENSG00000274963	RN7SL600P	7919749	0.4	0.113480850009089	2.54116862197305	1.4	0.0236628730302078	4.71012064712801
ENSG00000275014	RN7SL166P	7970426	0.2	0.349495593416255	1.36400922507115	0.6	0.0893660625890143	2.85135757125715
ENSG00000275090	RN7SL296P	8078448				-0.1	0.468111253868911	-1.1183730421096
ENSG00000275126	HIST1H4L	8124534	0.3	0.220861693511846	1.85046633052675	0.5	0.0689352384868169	3.14929671549941
ENSG00000275152	CCL16	8014342	0.1	0.708265511573814	0.550962648818856			
ENSG00000275154	U3	7980889				-0.2	0.166512556006704	-2.19309800998968
ENSG00000275221	HIST1H2AK	8124524	-0.3	0.494399859736072	-0.988409334331126	-0.1	0.742098564617377	-0.538703209653711
ENSG00000275302	CCL4	8006602	-0.4	0.0553856209100902	-3.29668300156318	-0.1	0.736085866851775	-0.55148275166727
ENSG00000275337	RN7SL680P	8066264				0.2	0.167034251610296	2.19024530892364
ENSG00000275385	CCL18	8006594	0.2	0.154571667320446	2.21712064607787			
ENSG00000275410	HNF1B	8014591	0.2	0.137433403863064	2.34331570080262			
ENSG00000275538	RNVU1-19	7904967				-0.1	0.734933248433403	-0.553792091091626
ENSG00000275591	XKR5	8149086				-0.1	0.602502922608474	-0.823331061198783
ENSG00000275655	RN7SL313P	8043685	0.1	0.653282247113297	0.657773654496226	-0.1	0.77833321225449	-0.467925455040323
ENSG00000275680	Metazoa_SRP	8008782				-0.1	0.613093678587681	-0.801651157827054
ENSG00000275691	RP11-249C24.12	7995834	-0.2	0.135262407259582	-2.36087378974868			
ENSG00000275713	HIST1H2BH	8117426	-0.1	0.545038398248493	-0.873960164627582			
ENSG00000275714	HIST1H3A	8117330				0.2	0.477285300416156	1.09613794004951
ENSG00000275719	CTB-147N14.6	8029854	0.5	0.00153804203150262	8.71613862476157	-0.4	0.0123865757478122	-5.93927845905725
ENSG00000275774	HNRNPCL2	7912580	0.1	0.530406166465911	0.905488234306705	0.1	0.616316779355554	0.795612315574773
ENSG00000275835	TUBGCP5	7981798				0.2	0.261751107525353	1.73430640952648
ENSG00000275878	RN7SL43P	8133200	-0.1	0.759696456062323	-0.455348172755982	-0.2	0.556439843216005	-0.921875223053496
ENSG00000275880	RP11-90L1.8	7972808				0.1	0.579592295493931	0.873119604121783
ENSG00000275896	PRSS2	8136790	0.3	0.12619652457741	2.4312880063746	0.3	0.110775682769833	2.62102821005101
ENSG00000275908	U4atac	7993798	-0.1	0.440883533130733	-1.11620736472304	0.1	0.42420455608943	1.22334360852402
ENSG00000275961	RN7SL210P	8053840	0.1	0.529053463657328	0.908877478629324	0.1	0.721280342356016	0.579405848519718
ENSG00000276014	RN7SL301P	8006606	-0.1	0.587503466108333	-0.78865500497941			
